NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
7748,경기도 화성시 병점동,374-5,374,5,인텔리스테이,전세,19.21,202402,17,"9,800",0,7,2017, ,202403~202603,신규,-,,
7749,경기도 화성시 병점동,376-11,376,11,병점역 써밋프라움,월세,24.12,202402,1,"1,000",60,3,2020,경기대로 1011,202402~202501,신규,-,,
7750,경기도 화성시 병점동,374-5,374,5,인텔리스테이,월세,19.21,202402,17,"9,900",5,4,2017, ,202405~202605,갱신,사용,"12,000",0
7751,경기도 화성시 병점동,871,871,0,병점역 효성 해링턴 플레이스,전세,31.15,202402,2,"13,000",0,7,2013,떡전골로 60,202403~202603,-,-,,
7752,충청북도 청주시흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202402,5,300,35,4,2016,가로수로1164번길 41-33,202402~202502,신규,-,,
7753,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,전세,22.08,202402,28,"6,200",0,12,2017,2순환로 1222,202403~202603,신규,-,,
7754,충청북도 청주시흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202402,15,300,37,16,2016,가로수로1164번길 41-33,202402~202502,신규,-,,
7755,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202402,15,500,40,6,2017,2순환로 1222,202402~202502,신규,-,,
7756,충청북도 청주시흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202402,8,300,45,19,2019,2순환로 1228,202402~202502,신규,-,,
7757,충청북도 청주시흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,전세,23.43,202402,21,"6,300",0,7,2019,2순환로 1228,202404~202604,갱신,-,"6,500",0
7758,충청북도 청주시흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202402,23,300,45,6,2019,2순환로 1228,202402~202502,신규,-,,
7759,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202402,23,500,45,6,2017,2순환로 1222,202402~202502,신규,-,,
7760,충청북도 청주시흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202402,3,300,35,6,2016,가로수로1164번길 41-33,202402~202502,신규,-,,
7761,충청북도 청주시흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,37.61,202402,8,500,50,9,2016,가로수로1164번길 41-33,202402~202502,신규,-,,
7762,충청북도 청주시흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202402,15,300,35,11,2016,가로수로1164번길 41-33,202402~202502,신규,-,,
7763,충청북도 청주시흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,37.61,202402,8,"6,000",20,15,2016,가로수로1164번길 41-33,-,-,-,,
7764,충청북도 청주시흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202402,22,300,45,16,2019,2순환로 1228,202402~202502,신규,-,,
7765,충청북도 청주시흥덕구 강서동,458,458,0,청주 강서 동광모닝스카이,월세,20.47,202402,5,"1,000",28,3,2016,가로수로1164번길 41-33,-,-,-,,
7766,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202402,1,300,40,12,2017,2순환로 1222,202402~202501,신규,-,,
7767,충청북도 청주시흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,전세,23.43,202402,25,"6,300",0,10,2019,2순환로 1228,202403~202603,신규,-,,
7768,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202402,14,55,55,4,2017,2순환로 1222,202402~202502,신규,-,,
7769,충청북도 청주시흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202402,20,300,45,8,2019,2순환로 1228,202402~202502,신규,-,,
7770,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202402,7,"1,000",37,12,2017,2순환로 1222,202402~202502,신규,-,,
7771,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202402,13,"1,500",40,7,2017,2순환로 1222,202402~202502,신규,-,,
7772,충청북도 청주시흥덕구 강서동,460,460,0,이랜드타운힐스 싱글스위트 청주,월세,23.43,202402,6,300,45,9,2019,2순환로 1228,202402~202502,신규,-,,
7773,충청북도 청주시흥덕구 강서동,459,459,0,신해블루지움,월세,22.08,202402,16,300,40,18,2017,2순환로 1222,202402~202502,신규,-,,
7774,경상북도 구미시 임은동,173,173,0,임은태왕아너스파크,월세,47.11,202402,14,"1,000",45,8,2014,왕산로 70-9,202402~202502,신규,-,,
7775,경상남도 창원시마산합포구 부림동,83-18,83,18,강남 와이즈하우스,월세,27.54,202402,9,500,38,10,2015,3·15대로 353,202402~202502,신규,-,,
7776,경상남도 창원시마산합포구 부림동,83-18,83,18,강남 와이즈하우스,월세,27.54,202402,15,500,35,2,2015,3·15대로 353,202402~202502,신규,-,,
7777,강원특별자치도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,20.19,202402,5,500,46,18,2018,공지로 455,202402~202502,갱신,사용,500,45
7778,강원특별자치도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,36.78,202402,28,300,40,14,2019,공지로 453,202402~202502,신규,-,,
7779,강원특별자치도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,17.81,202402,19,200,45,5,2019,공지로 453,202403~202503,신규,-,,
7780,강원특별자치도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202402,1,300,41,11,2019,공지로 453,-,신규,-,,
7781,강원특별자치도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,42.45,202402,1,300,40,6,2019,공지로 453,202402~202501,신규,-,,
7782,강원특별자치도 춘천시 근화동,267-1,267,1,춘천 L-타워,전세,32.66,202402,7,"10,000",0,18,2018,공지로 455,202404~202604,신규,-,,
7783,강원특별자치도 춘천시 근화동,267-1,267,1,춘천 L-타워,월세,38.47,202402,5,"1,000",65,11,2018,공지로 455,202402~202502,신규,-,,
7784,강원특별자치도 춘천시 근화동,267-9,267,9,엘타워 2차 오피스텔,월세,18.75,202402,2,300,41,18,2019,공지로 453,202402~202502,신규,-,,
7785,강원특별자치도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.48,202402,8,300,40,13,2016,양지로 58,202403~202503,신규,-,,
7786,강원특별자치도 원주시 반곡동,Jan-05,1905,1,이노팰리스,월세,26.06,202402,14,500,50,9,2016,미래로 39,202402~202502,신규,-,,
7787,강원특별자치도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202402,20,"8,000",0,5,2016,양지로 58,202402~202602,갱신,-,"8,000",0
7788,강원특별자치도 원주시 반곡동,1880-4,1880,4,베르지오,월세,32.05,202402,8,500,50,5,2016,양지로 8,202402~202502,신규,-,,
7789,강원특별자치도 원주시 반곡동,1880-4,1880,4,베르지오,월세,32.05,202402,2,"1,000",45,6,2016,양지로 8,202402~202502,갱신,-,"1,000",41
7790,강원특별자치도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.48,202402,2,300,40,8,2016,양지로 58,202402~202502,신규,-,,
7791,강원특별자치도 원주시 반곡동,1897-4,1897,4,코아루시티,전세,22.37,202402,5,"7,000",0,9,2016,양지로 58,202402~202602,신규,-,,
7792,강원특별자치도 원주시 반곡동,1897-4,1897,4,코아루시티,월세,22.37,202402,3,300,40,11,2016,양지로 58,202402~202502,신규,-,,
7793,강원특별자치도 원주시 반곡동,Jan-05,1905,1,이노팰리스,전세,26.69,202402,21,"9,000",0,12,2016,미래로 39,202403~202603,갱신,-,"10,000",0
7794,서울특별시 종로구 내수동,73,73,0,경희궁의 아침 4단지,월세,28.24,202402,6,"1,000",85,4,2004,새문안로3길 23,202403~202503,신규,-,,
7795,서울특별시 종로구 내수동,75,75,0,용비어천가,월세,30.42,202402,3,"10,000",50,3,2004,새문안로3길 36,202403~202503,신규,-,,
7796,서울특별시 종로구 내수동,75,75,0,용비어천가,전세,42.39,202402,3,"26,000",0,2,2004,새문안로3길 36,202402~202602,신규,-,,
7797,서울특별시 종로구 내수동,74,74,0,광화문시대,월세,38.88,202402,14,"27,500",20,3,2004,사직로8길 42,202402~202502,갱신,-,"27,500",10
7798,서울특별시 종로구 내수동,74,74,0,광화문시대,전세,38.88,202402,3,"29,500",0,11,2004,사직로8길 42,202403~202603,신규,-,,
7799,서울특별시 종로구 내수동,71,71,0,경희궁의 아침 2단지,월세,32.43,202402,6,"1,000",95,7,2004,사직로8길 24,202403~202503,신규,-,,
7800,서울특별시 종로구 내수동,74,74,0,광화문시대,전세,34.9,202402,5,"26,000",0,2,2004,사직로8길 42,202403~202603,신규,-,,
7801,서울특별시 종로구 내수동,74,74,0,광화문시대,월세,31.75,202402,6,"1,000",99,16,2004,사직로8길 42,202402~202502,신규,-,,
7802,서울특별시 영등포구 도림동,266-2,266,2,타원벨라움,월세,35.78,202402,13,"15,700",10,4,2004,도신로15길 37,202403~202603,신규,-,,
7803,서울특별시 영등포구 도림동,266-2,266,2,타원벨라움,월세,28.22,202402,5,"1,000",65,8,2004,도신로15길 37,-,-,-,,
7804,서울특별시 영등포구 도림동,195-5,195,5,에스제이팰리스,월세,35.64,202402,20,"5,000",90,9,2019,도영로 65,202402~202602,신규,-,,
7805,서울특별시 영등포구 도림동,195-5,195,5,에스제이팰리스,월세,37.81,202402,20,"5,000",90,9,2019,도영로 65,202403~202603,신규,-,,
7806,서울특별시 영등포구 도림동,265-1,265,1,도림동 하나아파텔(1차),월세,45.36,202402,24,"24,500",7,7,2003,도영로 16,202404~202604,갱신,-,"26,500",0
7807,서울특별시 영등포구 도림동,265-8,265,8,도림동 하나 아파텔(2차),월세,30.87,202402,3,"1,000",85,10,2003,도영로 16-1,202403~202603,신규,-,,
7808,부산광역시 서구 토성동5가,09월 22일,22,9,수림하우스,월세,24.07,202402,24,"1,000",45,5,2021,구덕로148번길 8,202402~202502,신규,-,,
7809,부산광역시 서구 토성동5가,Mar-35,35,3,리치빌원룸,월세,20.78,202402,24,300,35,2,2011,구덕로134번길 8,202402~202502,신규,-,,
7810,대구광역시 수성구 신매동,566-3,566,3,시지 코오롱하늘채 스카이뷰,전세,84.35,202402,5,"29,000",0,19,2022,고산로 101,202403~202603,신규,-,,
7811,대구광역시 수성구 신매동,566-3,566,3,시지 코오롱하늘채 스카이뷰,전세,84.11,202402,6,"28,000",0,8,2022,고산로 101,202402~202602,갱신,-,"33,000",0
7812,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,22.34,202402,2,"9,500",0,20,, ,202402~202602,신규,-,,
7813,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,49.56,202402,2,"19,000",0,14,, ,202402~202602,신규,-,,
7814,광주광역시 서구 쌍촌동,982-15,982,15,모아미래도스카이뷰,월세,29.41,202402,1,500,60,13,2021,상무대로 894,202402~202502,신규,-,,
7815,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,22.34,202402,6,"9,500",0,3,, ,202402~202602,신규,-,,
7816,광주광역시 서구 쌍촌동,956-54,956,54,(956-54),전세,27,202402,5,"9,500",0,9,2021,상무대로955번길 1,202402~202602,-,-,,
7817,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,22.34,202402,15,"10,000",0,17,, ,202403~202603,신규,-,,
7818,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,월세,22.34,202402,16,500,60,10,, ,202402~202502,신규,-,,
7819,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,월세,49.56,202402,7,"1,000",90,19,, ,202403~202503,신규,-,,
7820,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,24.88,202402,1,"11,000",0,23,, ,202402~202602,신규,-,,
7821,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,월세,49.56,202402,16,"9,000",30,4,, ,202402~202602,신규,-,,
7822,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,월세,22.34,202402,5,"5,000",33,11,, ,202402~202602,신규,-,,
7823,광주광역시 서구 쌍촌동,982-15,982,15,모아미래도스카이뷰,전세,29.74,202402,13,"12,000",0,5,2021,상무대로 894,202403~202603,신규,-,,
7824,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,월세,22.34,202402,24,500,50,19,, ,202402~202502,신규,-,,
7825,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,22.34,202402,7,"9,500",0,19,, ,202402~202602,신규,-,,
7826,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,월세,22.34,202402,15,"9,500",25,23,, ,202402~202602,신규,-,,
7827,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,22.34,202402,8,"10,000",0,11,, ,202402~202602,신규,-,,
7828,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,월세,51.98,202402,1,"6,000",60,5,, ,202402~202602,신규,-,,
7829,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,22.34,202402,8,"10,000",0,25,, ,202402~202602,신규,-,,
7830,광주광역시 서구 쌍촌동,971-12,971,12,상무 모아 미래도 레이크,전세,22.34,202402,8,"9,500",0,11,, ,202402~202602,신규,-,,
7831,울산광역시 중구 반구동,106-3,106,3,소담팰리스,전세,28.57,202402,27,"9,000",0,3,2017,화합로 379,202403~202603,신규,-,,
7832,경기도 시흥시 능곡동,721,721,0,뷰파이브,전세,34.31,202402,25,"17,000",0,4,2017,승지로59번길 8,202403~202603,신규,-,,
7833,경기도 시흥시 능곡동,721,721,0,뷰파이브,전세,33.6,202402,24,"18,500",0,9,2017,승지로59번길 8,202403~202409,갱신,-,"18,500",0
7834,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,21.07,202402,14,"9,000",15,14,2017, ,202403~202603,신규,-,,
7835,경기도 화성시 능동,1113-4,1113,4,(1113-4),전세,17.3,202402,1,"6,300",0,5,2015, ,202402~202602,신규,-,,
7836,경기도 화성시 능동,1064-3,1064,3,삼성씨티오피스텔,월세,14.56,202402,3,200,35,12,2013,동탄하나1길 47-6,202402~202502,신규,-,,
7837,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,25,"1,000",50,9,2017,동탄하나1길 47-2,202402~202502,신규,-,,
7838,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,18.35,202402,8,"3,000",32,12,2014,동탄원천로 354-11,202403~202503,신규,-,,
7839,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,21.07,202402,8,"9,000",10,18,2017, ,202403~202503,신규,-,,
7840,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,전세,20.15,202402,8,"7,200",0,17,2014,동탄원천로 354-11,202402~202502,신규,-,,
7841,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,21.07,202402,25,"9,200",10,8,2017, ,202404~202504,신규,-,,
7842,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,15,"7,500",7,13,2014,동탄원천로 354-11,202402~202602,갱신,-,"8,000",3
7843,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,23,"7,500",7,14,2014,동탄원천로 354-11,202403~202603,갱신,-,"7,750",4
7844,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,6,500,49,12,2017,동탄하나1길 47-2,202402~202502,갱신,-,500,47
7845,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,전세,31.8,202402,6,"14,000",0,19,2013,동탄원천로 360,202402~202602,신규,-,,
7846,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,14,500,50,14,2014,동탄원천로 354-11,202402~202502,신규,-,,
7847,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,17,"9,400",5,13,2017,동탄하나1길 47-2,202402~202602,신규,-,,
7848,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,19,500,50,9,2014,동탄원천로 354-11,202402~202502,신규,-,,
7849,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,17,500,52,15,2017,동탄하나1길 47-2,202402~202502,신규,-,,
7850,경기도 화성시 능동,1052-4,1052,4,이너매스골드,월세,20.1,202402,17,"1,000",37,3,2011,동탄하나1길 66-11,202402~202502,신규,-,,
7851,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.06,202402,2,"12,000",13,8,2013,동탄원천로 360,202403~202603,신규,-,,
7852,경기도 화성시 능동,1063-3,1063,3,블리스-인 오피스텔,월세,19.3,202402,2,500,55,14,2018,동탄하나1길 47-5,202403~202503,신규,-,,
7853,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,20.96,202402,2,500,53,18,2017, ,202402~202502,신규,-,,
7854,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,31.8,202402,2,"12,000",10,6,2013,동탄원천로 360,-,-,-,,
7855,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,전세,16.18,202402,18,"9,200",0,14,2017,동탄하나1길 47-2,202403~202603,신규,-,,
7856,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,3,"7,200",10,14,2014,동탄원천로 354-11,202402~202602,신규,-,,
7857,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,25.77,202402,20,"11,700",7,6,2017, ,202402~202602,신규,-,,
7858,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.06,202402,20,"12,000",15,9,2013,동탄원천로 360,202404~202604,갱신,-,"14,000",0
7859,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,전세,16.18,202402,15,"10,200",0,14,2017,동탄하나1길 47-2,202402~202602,갱신,사용,"10,200",0
7860,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,전세,31.8,202402,15,"12,000",0,8,2013,동탄원천로 360,202402~202502,갱신,-,"12,000",0
7861,경기도 화성시 능동,1066-7,1066,7,(1066-7),월세,31.81,202402,14,"6,000",37,2,2017, ,202402~202502,갱신,-,"6,000",33
7862,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,31.8,202402,15,"11,000",20,20,2013,동탄원천로 360,202308~202408,갱신,-,"11,000",20
7863,경기도 화성시 능동,1064-3,1064,3,삼성씨티오피스텔,월세,17.35,202402,5,200,40,11,2013,동탄하나1길 47-6,202402~202502,신규,-,,
7864,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,21.07,202402,5,"1,000",55,19,2017, ,202402~202502,신규,-,,
7865,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,20.96,202402,22,"3,000",40,6,2017, ,202402~202502,신규,-,,
7866,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,전세,31.43,202402,22,"13,650",0,4,2013,동탄원천로 360,202403~202603,갱신,-,"13,000",0
7867,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,20.96,202402,1,"9,200",10,14,2017, ,202402~202602,신규,-,,
7868,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.06,202402,23,"12,000",15,5,2013,동탄원천로 360,202404~202504,신규,-,,
7869,경기도 화성시 능동,1066-2,1066,2,동탄아르젠2차,월세,22.23,202402,5,"2,000",35,6,2013,동탄원천로 354-14,202402~202502,신규,-,,
7870,경기도 화성시 능동,1063-3,1063,3,블리스-인 오피스텔,월세,19.3,202402,5,"9,300",10,10,2018,동탄하나1길 47-5,202402~202602,신규,-,,
7871,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,19,500,47,11,2017,동탄하나1길 47-2,202403~202503,갱신,사용,500,45
7872,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,전세,18.35,202402,14,"6,750",0,15,2014,동탄원천로 354-11,202403~202603,신규,-,,
7873,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,3,500,55,6,2017,동탄하나1길 47-2,202402~202502,신규,-,,
7874,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.06,202402,3,500,70,9,2013,동탄원천로 360,202403~202503,신규,-,,
7875,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.06,202402,3,"12,000",10,8,2013,동탄원천로 360,202403~202503,신규,-,,
7876,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,37.83,202402,3,"10,000",35,6,2014,동탄원천로 354-11,202404~202604,신규,-,,
7877,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,33.74,202402,6,"1,000",59,5,2013,동탄원천로 360,202403~202503,갱신,-,"1,000",57
7878,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,19.14,202402,6,500,55,13,2017,동탄하나1길 47-2,202402~202502,신규,-,,
7879,경기도 화성시 능동,1066-3,1066,3,동탄아르젠3차,전세,21.41,202402,21,"7,000",0,9,2013,동탄원천로 354-16,202403~202603,신규,-,,
7880,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,20.96,202402,13,"8,000",20,4,2017, ,202403~202503,갱신,-,"10,000",10
7881,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.06,202402,27,"12,000",15,17,2013,동탄원천로 360,202404~202604,신규,-,,
7882,경기도 화성시 능동,1064-5,1064,5,이너매스,전세,29.58,202402,27,"7,500",0,6,2008,동탄원천로 354-28,202403~202603,신규,-,,
7883,경기도 화성시 능동,1064-5,1064,5,이너매스,월세,36.45,202402,13,"7,500",10,6,2008,동탄원천로 354-28,202402~202602,갱신,-,"8,000",0
7884,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,22,500,50,16,2017,동탄하나1길 47-2,202402~202502,갱신,-,500,45
7885,경기도 화성시 능동,1066-2,1066,2,동탄아르젠2차,월세,16.45,202402,22,"1,000",35,8,2013,동탄원천로 354-14,202403~202503,신규,-,,
7886,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,1,"1,000",50,18,2014,동탄원천로 354-11,202402~202502,신규,-,,
7887,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,월세,16.18,202402,13,500,49,12,2017,동탄하나1길 47-2,202403~202503,신규,-,,
7888,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.06,202402,17,500,70,6,2013,동탄원천로 360,202402~202502,신규,-,,
7889,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,전세,32.06,202402,17,"13,750",0,11,2013,동탄원천로 360,202403~202503,신규,-,,
7890,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,26,"3,300",33,4,2014,동탄원천로 354-11,202403~202503,신규,-,,
7891,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,24,"7,200",10,9,2014,동탄원천로 354-11,202404~202504,신규,-,,
7892,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,21.07,202402,24,"9,200",10,18,2017, ,202403~202603,신규,-,,
7893,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,20.96,202402,24,"7,500",27,19,2017, ,202403~202503,신규,-,,
7894,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,31.8,202402,5,"12,300",10,13,2013,동탄원천로 360,202403~202603,신규,-,,
7895,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,32.82,202402,7,"13,000",7,6,2013,동탄원천로 360,202402~202502,갱신,-,"13,000",4
7896,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,전세,32.06,202402,7,"13,650",0,18,2013,동탄원천로 360,202402~202502,갱신,-,"13,000",0
7897,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,전세,20.15,202402,5,"7,200",0,15,2014,동탄원천로 354-11,202402~202502,갱신,-,"7,200",0
7898,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,전세,16.18,202402,27,"9,000",0,13,2017,동탄하나1길 47-2,202403~202603,신규,-,,
7899,경기도 화성시 능동,1063-3,1063,3,블리스-인 오피스텔,전세,19.3,202402,27,"11,500",0,9,2018,동탄하나1길 47-5,202402~202602,갱신,-,"11,500",0
7900,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,14,500,50,6,2014,동탄원천로 354-11,202402~202502,신규,-,,
7901,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,전세,16.47,202402,4,"9,000",0,12,2017,동탄하나1길 47-2,202402~202602,신규,-,,
7902,경기도 화성시 능동,1064-1,1064,1,오디세이 더 테라스뷰,전세,19.14,202402,14,"9,400",0,12,2017,동탄하나1길 47-2,202402~202502,신규,-,,
7903,경기도 화성시 능동,1065-1,1065,1,동탄 헤리움,월세,21.07,202402,21,500,58,8,2017, ,202402~202502,신규,-,,
7904,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,월세,20.15,202402,15,"7,200",10,14,2014,동탄원천로 354-11,202402~202502,갱신,-,"8,800",0
7905,경기도 화성시 능동,1052-4,1052,4,이너매스골드,월세,19.96,202402,1,"4,800",10,3,2011,동탄하나1길 66-11,-,-,-,,
7906,경기도 화성시 능동,1052-4,1052,4,이너매스골드,월세,20.1,202402,4,400,40,11,2011,동탄하나1길 66-11,202402~202502,신규,-,,
7907,경기도 화성시 능동,1066-7,1066,7,(1066-7),전세,31.81,202402,6,"13,000",0,2,2017, ,202402~202602,신규,-,,
7908,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,월세,31.8,202402,1,"12,300",13,16,2013,동탄원천로 360,202402~202502,갱신,-,"14,500",0
7909,경기도 화성시 능동,1065-3,1065,3,동탄 푸르지오 시티,전세,31.39,202402,21,"12,300",0,6,2013,동탄원천로 360,202404~202604,신규,-,,
7910,경기도 화성시 능동,1065-2,1065,2,동탄 퍼스트빌스타,전세,20.15,202402,21,"8,300",0,17,2014,동탄원천로 354-11,202404~202504,갱신,-,"8,700",0
7911,충청남도 천안시동남구 신부동,966,966,0,-966,월세,34.32,202402,2,"1,000",45,17,2007,만남로 9,202402~202502,신규,-,,
7912,충청남도 천안시동남구 신부동,966,966,0,-966,전세,38.35,202402,20,"7,500",0,5,2007,만남로 9,202403~202603,신규,-,,
7913,충청남도 천안시동남구 신부동,494-1,494,1,삼부르네상스홈,월세,28.2,202402,5,300,40,16,2004,만남로 72,202402~202502,갱신,사용,300,40
7914,충청남도 천안시동남구 신부동,966,966,0,-966,월세,34.32,202402,7,500,50,9,2007,만남로 9,202402~202502,신규,-,,
7915,충청남도 천안시동남구 신부동,966,966,0,-966,월세,34.32,202402,1,500,50,8,2007,만남로 9,202402~202502,신규,-,,
7916,충청남도 천안시동남구 신부동,451-2,451,2,천안 랜드마크타워,월세,38.04,202402,23,500,50,11,2006,만남로 14,202402~202502,신규,-,,
7917,충청남도 천안시동남구 신부동,966,966,0,-966,월세,34.32,202402,25,"1,000",45,6,2007,만남로 9,202402~202502,신규,-,,
