NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
1,서울특별시 용산구 후암동,339-4,339,4,(339-4),월세,34.38,202402,7,"16,000",5,4,1990,두텁바위로58길 7,202403~202603,신규,-,,
2,서울특별시 성동구 상왕십리동,750,750,0,노블리안,월세,30.81,202402,13,"3,000",65,13,2003,왕십리로 390,202403~202603,신규,-,,
3,서울특별시 성동구 상왕십리동,750,750,0,노블리안,전세,30.81,202402,5,"16,000",0,10,2003,왕십리로 390,202402~202602,갱신,-,"15,700",0
4,서울특별시 성동구 상왕십리동,750,750,0,노블리안,월세,25.74,202402,16,"1,000",70,10,2003,왕십리로 390,202403~202603,신규,-,,
5,서울특별시 성동구 상왕십리동,750,750,0,노블리안,월세,30.81,202402,21,"2,000",70,7,2003,왕십리로 390,202403~202503,갱신,-,"1,000",65
6,서울특별시 성동구 상왕십리동,750,750,0,노블리안,전세,30.81,202402,13,"16,500",0,8,2003,왕십리로 390,202403~202603,신규,-,,
7,서울특별시 성동구 상왕십리동,750,750,0,노블리안,전세,30.81,202402,26,"16,600",0,11,2003,왕십리로 390,202403~202603,갱신,-,"16,500",0
8,서울특별시 광진구 중곡동,190-3,190,3,위너스텔,월세,20.72,202402,16,500,53,3,2003,동일로 418,202402~202502,갱신,-,500,52
9,서울특별시 광진구 중곡동,41-33,41,33,비버리캐슬,월세,28.12,202402,14,"2,000",65,5,2004,능동로 366,202402~202602,신규,-,,
10,서울특별시 광진구 중곡동,190-3,190,3,위너스텔,월세,20.35,202402,8,500,52,4,2003,동일로 418,202402~202602,신규,-,,
11,서울특별시 광진구 중곡동,157-17,157,17,리아리움더언타워,월세,15.56,202402,23,500,75,3,2017,천호대로109길 9,202403~202503,갱신,-,500,70
12,서울특별시 광진구 중곡동,157-6,157,6,아스하임,월세,16.04,202402,3,"1,000",80,14,2019,천호대로 559,202402~202602,신규,-,,
13,서울특별시 광진구 중곡동,639-6,639,6,정익제이타워2차,월세,15.93,202402,25,"1,000",78,10,2020,천호대로 537,202403~202503,신규,-,,
14,서울특별시 광진구 중곡동,639-6,639,6,정익제이타워2차,월세,15.93,202402,7,"1,000",80,14,2020,천호대로 537,202402~202502,신규,-,,
15,서울특별시 동대문구 신설동,109-8,109,8,청광플러스원청계,월세,17.12,202402,8,"3,000",60,15,2020,청계천로 425,202402~202502,신규,-,,
16,서울특별시 동대문구 신설동,100-26,100,26,포레스트힐시티,월세,17.96,202402,18,"14,000",20,10,2018,청계천로 443,202403~202603,신규,-,,
17,서울특별시 동대문구 신설동,91-262,91,262,브릿지하임,전세,14.91,202402,7,"21,000",0,2,2022,왕산로 29,202403~202603,신규,-,,
18,서울특별시 동대문구 신설동,109-8,109,8,청광플러스원청계,전세,18.7,202402,7,"16,400",0,2,2020,청계천로 425,202403~202603,신규,-,,
19,서울특별시 동대문구 신설동,109-8,109,8,청광플러스원청계,전세,16.79,202402,23,"16,200",0,2,2020,청계천로 425,202403~202503,갱신,사용,"15,500",0
20,서울특별시 동대문구 신설동,Aug-97,97,8,동광동대문베르빌,월세,29.48,202402,1,"1,000",65,14,2004,천호대로 23,202402~202502,신규,-,,
21,서울특별시 동대문구 신설동,100-2,100,2,청광플러스원 청계Ⅱ,전세,17.76,202402,22,"18,400",0,2,2021,청계천로 439,202404~202604,신규,-,,
22,서울특별시 동대문구 신설동,Aug-97,97,8,동광동대문베르빌,월세,28.31,202402,26,"1,000",71,7,2004,천호대로 23,202402~202502,신규,-,,
23,서울특별시 동대문구 신설동,100-26,100,26,포레스트힐시티,월세,19.2,202402,1,"1,000",85,8,2018,청계천로 443,202402~202501,신규,-,,
24,서울특별시 동대문구 신설동,100-26,100,26,포레스트힐시티,월세,19.2,202402,3,"5,000",60,6,2018,청계천로 443,202402~202502,신규,-,,
25,서울특별시 동대문구 신설동,91-262,91,262,브릿지하임,전세,14.91,202402,24,"19,000",0,10,2022,왕산로 29,202404~202504,갱신,-,"19,000",0
26,서울특별시 동대문구 신설동,Aug-97,97,8,동광동대문베르빌,월세,29.48,202402,24,"1,000",75,2,2004,천호대로 23,202402~202502,신규,-,,
27,서울특별시 동대문구 신설동,98-36,98,36,우리빌,전세,13.97,202402,23,"16,000",0,3,2021,하정로3길 8-6,202404~202604,신규,-,,
28,서울특별시 동대문구 신설동,109-8,109,8,청광플러스원청계,전세,17.12,202402,7,"15,900",0,10,2020,청계천로 425,202402~202602,갱신,-,"16,400",0
29,서울특별시 동대문구 신설동,100-26,100,26,포레스트힐시티,전세,17.96,202402,26,"15,150",0,14,2018,청계천로 443,202403~202603,갱신,-,"14,330",0
30,서울특별시 동대문구 신설동,109-8,109,8,청광플러스원청계,전세,17.12,202402,15,"16,400",0,4,2020,청계천로 425,202403~202603,신규,-,,
31,서울특별시 동대문구 신설동,100-2,100,2,청광플러스원 청계Ⅱ,전세,17.76,202402,17,"18,300",0,2,2021,청계천로 439,202402~202602,신규,-,,
32,서울특별시 동대문구 신설동,109-8,109,8,청광플러스원청계,전세,18.7,202402,2,"16,800",0,20,2020,청계천로 425,202403~202603,신규,-,,
33,서울특별시 동대문구 신설동,Aug-97,97,8,동광동대문베르빌,월세,28.31,202402,19,"3,000",65,2,2004,천호대로 23,202402~202502,신규,-,,
34,서울특별시 중랑구 면목동,459-3,459,3,런던빌,전세,54.57,202402,28,"27,000",0,4,2019,사가정로53길 23,202405~202605,신규,-,,
35,서울특별시 중랑구 면목동,633-9,633,9,리더스빌딩,월세,19.25,202402,14,"1,000",44,8,2007,면목로 301,202402~202602,신규,-,,
36,서울특별시 중랑구 면목동,1094-1,1094,1,라임타워,전세,20.15,202402,2,"18,500",0,4,2019,용마산로 304,202402~202602,신규,-,,
37,서울특별시 중랑구 면목동,194-1,194,1,리움,전세,42.78,202402,7,"30,000",0,3,2021,겸재로 76,202403~202404,갱신,-,"30,000",0
38,서울특별시 중랑구 면목동,1094-1,1094,1,라임타워,전세,20.15,202402,9,"17,000",0,5,2019,용마산로 304,202403~202603,신규,-,,
39,서울특별시 강북구 미아동,160-14,160,14,그랜드파크,전세,16.78,202402,16,"15,000",0,17,2020,도봉로 278,202403~202603,신규,-,,
40,서울특별시 강북구 미아동,160-14,160,14,그랜드파크,월세,18.48,202402,5,"1,000",65,19,2020,도봉로 278,202402~202502,신규,-,,
41,서울특별시 강북구 미아동,160-3,160,3,수유역푸르지오시티,월세,22.43,202402,21,"1,000",63,10,2014,도봉로 290,202402~202502,갱신,사용,"1,000",60
42,서울특별시 강북구 미아동,160-11,160,11,스카이캐슬포레,월세,31.76,202402,20,"1,000",145,11,2023,도봉로 282,202402~202602,신규,-,,
43,서울특별시 강북구 미아동,160-3,160,3,수유역푸르지오시티,월세,22.43,202402,2,"1,000",62,20,2014,도봉로 290,202402~202502,신규,-,,
44,서울특별시 강북구 미아동,160-11,160,11,스카이캐슬포레,월세,29.31,202402,20,"1,000",145,10,2023,도봉로 282,202402~202602,신규,-,,
45,서울특별시 서대문구 충정로2가,192,192,0,서대문 디오빌 오피스텔,월세,25.35,202402,8,"17,000",10,14,2009,충정로 59,202403~202603,신규,-,,
46,서울특별시 서대문구 충정로2가,192,192,0,서대문 디오빌 오피스텔,월세,25.35,202402,21,"5,000",60,6,2009,충정로 59,202403~202603,신규,-,,
47,서울특별시 마포구 아현동,737,737,0,마포 에스케이 허브 블루,월세,33,202402,17,500,83,13,2006,마포대로 204,202402~202602,갱신,사용,500,83
48,서울특별시 마포구 아현동,737,737,0,마포 에스케이 허브 블루,월세,33.7,202402,17,"1,000",80,16,2006,마포대로 204,202402~202502,갱신,사용,"1,000",75
49,서울특별시 마포구 아현동,737,737,0,마포 에스케이 허브 블루,월세,30.91,202402,11,"3,000",65,13,2006,마포대로 204,202402~202602,신규,-,,
50,서울특별시 마포구 아현동,733,733,0,효성인텔리안,월세,62.09,202402,25,"10,000",120,7,2005,마포대로 208,202404~202504,신규,-,,
51,서울특별시 마포구 아현동,733,733,0,효성인텔리안,월세,25.75,202402,2,"1,000",75,19,2005,마포대로 208,202402~202502,신규,-,,
52,서울특별시 양천구 신정동,988-5,988,5,목동중앙하이츠펠리시티,전세,14.05,202402,5,"13,000",0,3,2021,오목로 212,202403~202603,신규,-,,
53,서울특별시 양천구 신정동,318-1,318,1,목동대림아크로텔,전세,45.69,202402,5,"30,000",0,10,2004,목동서로 277,202402~202602,신규,-,,
54,서울특별시 양천구 신정동,971-24,971,24,리더스파크빌,전세,28.7,202402,23,"17,500",0,5,2017,중앙로 296,202404~202604,신규,-,,
55,서울특별시 양천구 신정동,1290-4,1290,4,신정동대우미래사랑5차,전세,80.19,202402,7,"39,000",0,8,2004,신정로13길 3,202402~202602,갱신,사용,"45,000",0
56,서울특별시 양천구 신정동,971-24,971,24,리더스파크빌,월세,25.85,202402,19,"16,200",10,6,2017,중앙로 296,202403~202603,신규,-,,
57,서울특별시 양천구 신정동,319-17,319,17,헤리티지,전세,28.47,202402,17,"25,000",0,5,2020,목동서로 301-21,202403~202603,신규,-,,
58,서울특별시 양천구 신정동,318-17,318,17,제이월드빌,전세,64.43,202402,17,"38,000",0,14,2004,목동서로 291,202404~202604,갱신,-,"36,750",0
59,서울특별시 양천구 신정동,1290-4,1290,4,신정동대우미래사랑5차,전세,120.91,202402,19,"52,500",0,8,2004,신정로13길 3,202404~202604,신규,-,,
60,서울특별시 양천구 신정동,319-17,319,17,헤리티지,월세,28.47,202402,28,"1,500",100,18,2020,목동서로 301-21,202403~202603,갱신,사용,"1,500",100
61,서울특별시 양천구 신정동,973-2,973,2,마음의도시,전세,28.04,202402,1,"22,000",0,6,2021,중앙로46길 8,202403~202603,신규,-,,
62,서울특별시 양천구 신정동,323-9,323,9,목동 이스타빌,월세,79.8,202402,8,"15,000",130,11,2003,목동서로 377,202403~202603,신규,-,,
63,서울특별시 양천구 신정동,318-1,318,1,목동대림아크로텔,전세,74.5,202402,15,"45,000",0,15,2004,목동서로 277,202404~202604,신규,-,,
64,서울특별시 양천구 신정동,944-3,944,3,클레버 타워,월세,29.4,202402,26,"2,000",60,2,2003,오목로 132,202403~202603,신규,-,,
65,서울특별시 양천구 신정동,1290-4,1290,4,신정동대우미래사랑5차,전세,120.91,202402,2,"46,500",0,11,2004,신정로13길 3,202404~202604,신규,-,,
66,서울특별시 양천구 신정동,323-9,323,9,목동 이스타빌,전세,44.82,202402,14,"24,000",0,6,2003,목동서로 377,202402~202602,신규,-,,
67,서울특별시 양천구 신정동,1148-9,1148,9,양지,월세,30.38,202402,21,500,100,9,2020,중앙로 233,202402~202502,신규,-,,
68,서울특별시 양천구 신정동,318-6,318,6,동문비젼오피스텔,월세,41.4,202402,2,"20,000",5,8,1999,목동서로 287,202402~202602,신규,-,,
69,서울특별시 양천구 신정동,319-17,319,17,헤리티지,전세,28.47,202402,1,"28,350",0,9,2020,목동서로 301-21,202402~202502,갱신,-,"28,350",0
70,서울특별시 양천구 신정동,324,324,0,목동2차아크로텔,전세,100.05,202402,2,"65,000",0,5,2004,목동서로 411,202402~202602,갱신,사용,"63,000",0
71,서울특별시 양천구 신정동,953-5,953,5,천우비지움오피스텔,월세,17.21,202402,16,"9,000",10,3,2009,오목로 190,202403~202603,신규,-,,
72,서울특별시 양천구 신정동,319-17,319,17,헤리티지,월세,28.47,202402,16,"8,000",81,8,2020,목동서로 301-21,202402~202502,갱신,-,"8,000",70
73,서울특별시 양천구 신정동,1290-4,1290,4,신정동대우미래사랑5차,월세,75.09,202402,19,"4,000",90,12,2004,신정로13길 3,202403~202603,갱신,-,"4,000",84
74,서울특별시 양천구 신정동,1290-4,1290,4,신정동대우미래사랑5차,전세,93.06,202402,17,"33,000",0,3,2004,신정로13길 3,202403~202603,신규,-,,
75,서울특별시 양천구 신정동,1290-4,1290,4,신정동대우미래사랑5차,월세,80.19,202402,7,"28,000",40,2,2004,신정로13길 3,202404~202604,신규,-,,
76,서울특별시 양천구 신정동,944-3,944,3,클레버 타워,월세,29.4,202402,6,"1,000",65,2,2003,오목로 132,202402~202602,신규,-,,
77,서울특별시 양천구 신정동,323-9,323,9,목동 이스타빌,월세,33.6,202402,8,"1,000",70,16,2003,목동서로 377,202402~202502,신규,-,,
78,서울특별시 양천구 신정동,319-17,319,17,헤리티지,전세,28.47,202402,17,"24,150",0,4,2020,목동서로 301-21,202403~202603,신규,-,,
79,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,월세,28.69,202402,24,"22,500",10,12,2018, ,202403~202603,신규,-,,
80,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,월세,28.69,202402,24,"15,000",42,15,2018, ,202404~202604,신규,-,,
81,서울특별시 강서구 염창동,262,262,0,염창투웨니퍼스트,전세,28.57,202402,20,"27,000",0,10,2019,공항대로81길 35,202403~202603,신규,-,,
82,서울특별시 강서구 염창동,261-12,261,12,그린뷰,전세,19.9,202402,17,"15,000",0,2,2018, ,202403~202603,신규,-,,
83,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,월세,28.69,202402,20,"22,500",10,9,2018, ,202404~202603,신규,-,,
84,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,월세,28.69,202402,19,"1,000",89,2,2018, ,202402~202502,갱신,-,"1,000",85
85,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,전세,28.69,202402,2,"23,500",0,11,2018, ,202403~202503,갱신,사용,"25,500",0
86,서울특별시 강서구 염창동,310,310,0,아네스트염창,월세,18.84,202402,6,"13,000",9,2,2019, ,202403~202603,신규,-,,
87,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,월세,28.69,202402,19,"3,000",92,13,2018, ,202402~202502,신규,-,,
88,서울특별시 강서구 염창동,283-2,283,2,팔레시움,월세,18.14,202402,23,"1,000",50,8,2012,공항대로 653-9,202402~202502,신규,-,,
89,서울특별시 강서구 염창동,283-3,283,3,대명투웨니퍼스트,전세,15.04,202402,5,"13,200",0,4,2012,공항대로 653-5,202402~202602,신규,-,,
90,서울특별시 강서구 염창동,252,252,0,현진파크뷰,전세,28.41,202402,23,"24,100",0,3,2019,양천로75길 8,202404~202604,갱신,-,"24,100",0
91,서울특별시 강서구 염창동,267-20,267,20,원호엘리시온 오피스텔,월세,37.63,202402,23,"10,000",35,3,2003,공항대로59다길 89,202403~202603,신규,-,,
92,서울특별시 강서구 염창동,261,261,0,염창역한강투웨니퍼스트,월세,29.98,202402,6,"24,480",15,3,2022,공항대로81길 36,202404~202604,신규,-,,
93,서울특별시 강서구 염창동,261-12,261,12,그린뷰,전세,19.9,202402,6,"16,400",0,6,2018, ,202403~202603,신규,-,,
94,서울특별시 강서구 염창동,283-2,283,2,팔레시움,월세,18.14,202402,2,"9,450",15,6,2012,공항대로 653-9,202403~202603,신규,-,,
95,서울특별시 강서구 염창동,264-26,264,26,노블레르,전세,27.72,202402,26,"24,000",0,7,2019,공항대로59다길 167,202403~202603,신규,-,,
96,서울특별시 강서구 염창동,242-5,242,5,등촌노블레르,전세,27.64,202402,14,"25,000",0,8,2020,양천로65길 40,202403~202603,신규,-,,
97,서울특별시 강서구 염창동,283-2,283,2,팔레시움,월세,18.14,202402,28,500,55,5,2012,공항대로 653-9,202402~202602,신규,-,,
98,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,월세,28.69,202402,25,"22,500",10,11,2018, ,202403~202603,갱신,사용,"25,500",0
99,서울특별시 강서구 염창동,250-4,250,4,시그니쳐스위트,월세,29.73,202402,16,"30,000",70,4,2022,양천로73가길 46,202403~202603,신규,-,,
100,서울특별시 강서구 염창동,266-12,266,12,한빛어반뉴스토리,월세,28.69,202402,22,"16,000",40,4,2018, ,202403~202603,신규,-,,
101,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,29.99,202402,14,"31,000",0,9,2023,경인로 625,202402~202602,신규,-,,
102,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,29.99,202402,4,"30,000",0,6,2023,경인로 625,202402~202602,신규,-,,
103,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,월세,18.15,202402,1,"1,000",95,11,2023,경인로 625,202403~202503,신규,-,,
104,서울특별시 구로구 신도림동,419-4,419,4,크라운빌Ⅱ,월세,25.78,202402,1,"3,000",76,17,2021,경인로63길 11,202403~202503,신규,-,,
105,서울특별시 구로구 신도림동,337,337,0,신도림1차푸르지오,월세,47.43,202402,7,"1,000",130,19,2007,경인로 661,202403~202503,신규,-,,
106,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,29.99,202402,3,"30,000",0,10,2023,경인로 625,202402~202602,신규,-,,
107,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,29.99,202402,16,"30,000",0,13,2023,경인로 625,202403~202603,신규,-,,
108,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,월세,29.99,202402,7,"30,000",5,18,2023,경인로 625,202402~202602,신규,-,,
109,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,18.15,202402,6,"19,000",0,17,2023,경인로 625,202403~202603,신규,-,,
110,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,월세,29.9,202402,26,"5,000",145,8,2023,경인로 625,202402~202602,신규,-,,
111,서울특별시 구로구 신도림동,271-41,271,41,콜카빌,월세,28.43,202402,26,"2,000",67,10,2011,신도림로19길 124,202403~202503,신규,-,,
112,서울특별시 구로구 신도림동,387-3,387,3,신도림월드메르디앙오피스텔,전세,62.84,202402,17,"34,725",0,8,2005,신도림로 65,202403~202603,신규,-,,
113,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,18.15,202402,2,"20,500",0,19,2023,경인로 625,202402~202602,신규,-,,
114,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,29.99,202402,15,"30,000",0,11,2023,경인로 625,202403~202603,신규,-,,
115,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,29.99,202402,3,"30,000",0,13,2023,경인로 625,202402~202602,신규,-,,
116,서울특별시 구로구 신도림동,419-4,419,4,크라운빌Ⅱ,월세,25.46,202402,16,"1,000",82,5,2021,경인로63길 11,202402~202502,신규,-,,
117,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,18.15,202402,28,"19,000",0,17,2023,경인로 625,202402~202602,신규,-,,
118,서울특별시 구로구 신도림동,433-24,433,24,힐스테이트 신도림역 센트럴,전세,29.99,202402,2,"30,000",0,18,2023,경인로 625,202403~202603,신규,-,,
119,서울특별시 구로구 신도림동,419-4,419,4,크라운빌Ⅱ,월세,22.96,202402,16,"1,000",71,11,2021,경인로63길 11,202402~202502,신규,-,,
120,서울특별시 구로구 신도림동,436-10,436,10,신도림 비바힐스,전세,24.84,202402,15,"28,300",0,14,2023,경인로 611-17,202402~202602,신규,-,,
121,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.69,202402,5,500,57,11,2020,디지털로10길 69,202402~202502,신규,-,,
122,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,월세,16.61,202402,23,"10,500",10,13,2017,가산디지털2로 127-33,202403~202603,신규,-,,
123,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,전세,16.63,202402,27,"10,300",0,2,2017,서부샛길 528,202403~202503,신규,-,,
124,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.62,202402,23,500,52,4,2020,디지털로10길 69,202402~202502,신규,-,,
125,서울특별시 금천구 가산동,143-7,143,7,주건축물제1동,월세,25.12,202402,5,"1,000",105,8,2023,가산로 137,202402~202602,신규,-,,
126,서울특별시 금천구 가산동,234-41,234,41,가산더블레스,전세,27.08,202402,21,"24,000",0,12,2020,가산로5길 15,202403~202603,신규,-,,
127,서울특별시 금천구 가산동,235-12,235,12,신현빌B동,전세,35.56,202402,21,"23,600",0,4,2019,두산로9가길 26,202403~202603,신규,-,,
128,서울특별시 금천구 가산동,140-36,140,36,비즈트위트 바이올렛 5차,월세,14.29,202402,12,500,40,2,2014,디지털로12길 15,202402~202502,신규,-,,
129,서울특별시 금천구 가산동,143-7,143,7,주건축물제1동,전세,23.57,202402,15,"25,000",0,12,2023,가산로 137,202404~202604,신규,-,,
130,서울특별시 금천구 가산동,234-41,234,41,가산더블레스,전세,27.08,202402,15,"24,200",0,10,2020,가산로5길 15,202403~202603,신규,-,,
131,서울특별시 금천구 가산동,238-73,238,73,헤렌하우스,월세,27.14,202402,10,"5,000",60,6,2017,벚꽃로 198-11,202402~202602,신규,-,,
132,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,15.93,202402,6,"10,000",5,8,2017,서부샛길 528,202402~202602,신규,-,,
133,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,15.93,202402,14,500,60,3,2017,서부샛길 528,202403~202502,신규,-,,
134,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,전세,19.37,202402,14,"15,800",0,14,2019,서부샛길 714,202403~202603,신규,-,,
135,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,월세,19.37,202402,1,"1,000",65,12,2019,서부샛길 714,202403~202503,신규,-,,
136,서울특별시 금천구 가산동,139-3,139,3,램킨푸르지오시티,월세,21.38,202402,14,"11,500",12,3,2013,벚꽃로56길 182,202403~202503,갱신,-,"12,500",7
137,서울특별시 금천구 가산동,238-66,238,66,하늘채빌라,전세,29.8,202402,17,"17,400",0,7,2017,벚꽃로 198-3,202403~202603,신규,-,,
138,서울특별시 금천구 가산동,139-3,139,3,램킨푸르지오시티,월세,21.38,202402,18,"1,000",57,15,2013,벚꽃로56길 182,202403~202603,갱신,-,"1,000",58
139,서울특별시 금천구 가산동,140-20,140,20,라온복합건물,전세,23.14,202402,23,"18,800",0,7,2020,디지털로 208-13,202403~202603,신규,-,,
140,서울특별시 금천구 가산동,238-35,238,35,미림A-클래스,전세,42.77,202402,16,"22,000",0,2,2017,가산로3길 118,202404~202508,갱신,사용,"26,000",0
141,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,전세,17.62,202402,16,"14,000",0,17,2020,디지털로10길 69,202403~202503,갱신,-,"14,000",0
142,서울특별시 금천구 가산동,238-35,238,35,미림A-클래스,전세,29.86,202402,24,"22,000",0,2,2017,가산로3길 118,202404~202604,신규,-,,
143,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.69,202402,24,"8,000",22,3,2020,디지털로10길 69,202404~202504,신규,-,,
144,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,전세,17.69,202402,16,"12,000",0,11,2020,디지털로10길 69,202403~202603,신규,-,,
145,서울특별시 금천구 가산동,143-49,143,49,쏠시티 가산,월세,19.44,202402,16,"2,000",52,3,2019,가산로 145,202403~202503,신규,-,,
146,서울특별시 금천구 가산동,140-17,140,17,한강,월세,33.82,202402,24,"22,400",7,6,2021,디지털로 208-17,202403~202603,신규,-,,
147,서울특별시 금천구 가산동,140-76,140,76,비엔더포레,전세,27.49,202402,16,"25,000",0,11,2021,디지털로 208-5,202403~202603,신규,-,,
148,서울특별시 금천구 가산동,140-76,140,76,비엔더포레,전세,22.65,202402,23,"21,500",0,9,2021,디지털로 208-5,202403~202603,신규,-,,
149,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,월세,19.37,202402,19,"14,200",5,5,2019,서부샛길 714,202403~202603,신규,-,,
150,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.69,202402,22,"1,000",60,17,2020,디지털로10길 69,202402~202502,신규,-,,
151,서울특별시 금천구 가산동,234-41,234,41,가산더블레스,전세,27.08,202402,18,"25,000",0,6,2020,가산로5길 15,202403~202603,신규,-,,
152,서울특별시 금천구 가산동,775,775,0,한국후지필름 복합주거시설,월세,22.05,202402,18,"1,000",62,4,2017, ,202402~202502,신규,-,,
153,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,월세,16.61,202402,5,500,60,15,2017,가산디지털2로 127-33,202403~202503,신규,-,,
154,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,전세,17.62,202402,3,"13,000",0,2,2020,디지털로10길 69,202403~202503,갱신,-,"13,000",0
155,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,24.21,202402,5,"1,000",80,3,2017,서부샛길 528,202403~202503,신규,-,,
156,서울특별시 금천구 가산동,140-36,140,36,비즈트위트 바이올렛 5차,월세,14.29,202402,21,500,43,2,2014,디지털로12길 15,202402~202502,신규,-,,
157,서울특별시 금천구 가산동,142-62,142,62,이호드림파크,전세,45.64,202402,5,"29,900",0,4,2021,남부순환로 1274,202403~202603,갱신,-,"29,900",0
158,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.62,202402,19,"12,000",10,6,2020,디지털로10길 69,202402~202602,신규,-,,
159,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,15.93,202402,5,"3,400",42,7,2017,서부샛길 528,202402~202502,신규,-,,
160,서울특별시 금천구 가산동,140-9,140,9,가산지웰에스테이트,월세,24.28,202402,6,"1,000",57,4,2013,가산로 147,202402~202502,갱신,-,"1,000",55
161,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,전세,17.62,202402,19,"14,500",0,14,2020,디지털로10길 69,202403~202603,갱신,-,"15,500",0
162,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,월세,16.24,202402,1,500,52,10,2017,서부샛길 528,202402~202502,갱신,-,500,50
163,서울특별시 금천구 가산동,550-17,550,17,가산 미소지움,전세,15.93,202402,1,"10,300",0,8,2017,서부샛길 528,202403~202603,신규,-,,
164,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.62,202402,16,"1,000",46,4,2020,디지털로10길 69,202404~202504,갱신,-,"1,000",44
165,서울특별시 금천구 가산동,143-49,143,49,쏠시티 가산,월세,19.44,202402,26,"1,000",57,7,2019,가산로 145,202402~202502,신규,-,,
166,서울특별시 금천구 가산동,776,776,0,가산대명벨리온,월세,16.61,202402,7,"12,000",10,15,2017,가산디지털2로 127-33,202403~202603,신규,-,,
167,서울특별시 금천구 가산동,147-6,147,6,아이캐슬,전세,24.62,202402,21,"20,000",0,7,2020,남부순환로 1304-22,202403~202603,신규,-,,
168,서울특별시 금천구 가산동,139-3,139,3,램킨푸르지오시티,월세,21.38,202402,21,"11,000",15,9,2013,벚꽃로56길 182,202404~202603,신규,-,,
169,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.69,202402,3,"8,000",33,6,2020,디지털로10길 69,202403~202503,신규,-,,
170,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,월세,19.37,202402,14,"14,200",10,15,2019,서부샛길 714,202403~202603,갱신,사용,"17,000",0
171,서울특별시 금천구 가산동,140-36,140,36,비즈트위트 바이올렛 5차,월세,14.29,202402,6,500,40,2,2014,디지털로12길 15,202402~202502,신규,-,,
172,서울특별시 금천구 가산동,535-7,535,7,G밸리 하우스디 어반,전세,19.37,202402,3,"15,500",0,15,2019,서부샛길 714,202402~202602,갱신,사용,"16,000",0
173,서울특별시 금천구 가산동,233-5,233,5,가산센트럴 푸르지오시티,월세,17.62,202402,3,"8,000",31,7,2020,디지털로10길 69,202404~202504,갱신,-,"8,000",29
